	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500	510	520	530	540	550	560	570	580	590	600	610	620	630	640	650	660	670	680	690	700	710	720	730	740	750	760	770	780	790	800	810	820	830	840	850	860	870	880	890	900	910	920	930	940	950	960	970	980	990	1000
525	106.761	106.651	106.593	106.756	106.764	106.737	106.653	106.684	106.836	106.698	106.712	106.669	106.689	106.688	106.747	106.728	106.792	106.722	106.738	106.746	106.776	106.708	106.723	106.776	106.8	106.745	106.685	106.672	106.78	106.775	106.728	106.791	106.817	106.737	106.712	106.736	106.859	106.767	106.737	106.758	106.778	106.773	106.779	106.734	106.847	106.724	106.794	106.772	106.845	106.767	106.715	106.791	106.71	106.767	106.799	106.742	106.8	106.779	106.753	106.823	106.784	106.806	106.794	106.715	106.679	106.766	106.774	106.725	106.696	106.688	106.7	106.674	106.617	106.637	106.593	106.659	106.589	106.656	106.599	106.593	106.589	106.592	106.599	106.573	106.562	106.558	106.531	106.537	106.525	106.532	106.467	106.481	106.46	106.467	106.463	106.409	106.409	106.375	106.398	106.351	106.381
532	106.687	106.629	106.7	106.729	106.667	106.702	106.651	106.656	106.643	106.641	106.742	106.647	106.694	106.719	106.714	106.684	106.73	106.613	106.702	106.652	106.725	106.658	106.632	106.788	106.703	106.685	106.677	106.643	106.662	106.706	106.791	106.609	106.707	106.741	106.606	106.688	106.772	106.722	106.732	106.772	106.651	106.715	106.717	106.68	106.72	106.719	106.709	106.669	106.792	106.67	106.672	106.672	106.73	106.726	106.707	106.721	106.732	106.686	106.681	106.662	106.746	106.737	106.718	106.688	106.653	106.633	106.674	106.681	106.682	106.644	106.621	106.617	106.614	106.583	106.622	106.637	106.546	106.59	106.558	106.549	106.523	106.537	106.513	106.492	106.464	106.478	106.449	106.477	106.462	106.48	106.473	106.428	106.45	106.39	106.381	106.37	106.39	106.354	106.369	106.32	106.339
539	106.653	106.57	106.548	106.631	106.606	106.57	106.651	106.593	106.669	106.561	106.602	106.57	106.638	106.669	106.619	106.685	106.614	106.597	106.61	106.566	106.641	106.607	106.628	106.546	106.658	106.648	106.676	106.651	106.606	106.719	106.609	106.668	106.612	106.614	106.627	106.627	106.678	106.577	106.671	106.713	106.57	106.631	106.597	106.543	106.639	106.66	106.654	106.646	106.694	106.663	106.595	106.66	106.642	106.663	106.657	106.643	106.615	106.65	106.647	106.603	106.636	106.594	106.597	106.653	106.541	106.579	106.702	106.569	106.487	106.498	106.555	106.53	106.614	106.482	106.553	106.538	106.522	106.542	106.523	106.478	106.528	106.465	106.464	106.457	106.46	106.475	106.414	106.417	106.418	106.437	106.372	106.408	106.388	106.315	106.361	106.344	106.332	106.34	106.308	106.32	106.291
546	106.575	106.581	106.586	106.525	106.47	106.608	106.559	106.549	106.557	106.582	106.575	106.618	106.556	106.519	106.581	106.52	106.57	106.584	106.556	106.598	106.516	106.509	106.567	106.578	106.609	106.57	106.512	106.582	106.569	106.619	106.628	106.585	106.589	106.576	106.54	106.554	106.601	106.553	106.609	106.522	106.616	106.624	106.527	106.57	106.552	106.659	106.62	106.554	106.604	106.613	106.547	106.594	106.563	106.638	106.538	106.578	106.498	106.595	106.578	106.571	106.54	106.513	106.538	106.579	106.539	106.506	106.531	106.525	106.564	106.53	106.474	106.477	106.493	106.56	106.483	106.492	106.5	106.431	106.506	106.432	106.449	106.457	106.423	106.448	106.367	106.372	106.394	106.35	106.321	106.364	106.34	106.362	106.318	106.323	106.359	106.33	106.298	106.291	106.243	106.271	106.259
553	106.397	106.502	106.513	106.535	106.557	106.475	106.508	106.564	106.473	106.533	106.506	106.545	106.501	106.522	106.534	106.493	106.474	106.484	106.439	106.455	106.485	106.46	106.489	106.557	106.527	106.517	106.568	106.487	106.519	106.531	106.483	106.516	106.555	106.541	106.517	106.528	106.525	106.543	106.564	106.58	106.549	106.556	106.571	106.569	106.485	106.521	106.527	106.561	106.487	106.539	106.516	106.549	106.524	106.496	106.472	106.507	106.504	106.541	106.448	106.495	106.471	106.558	106.512	106.487	106.491	106.503	106.472	106.492	106.44	106.406	106.499	106.452	106.497	106.459	106.447	106.406	106.457	106.441	106.375	106.386	106.395	106.372	106.338	106.337	106.338	106.356	106.335	106.348	106.332	106.33	106.303	106.341	106.325	106.296	106.261	106.273	106.254	106.241	106.238	106.228	106.23
560	106.429	106.487	106.422	106.397	106.442	106.404	106.454	106.397	106.524	106.479	106.451	106.388	106.45	106.446	106.395	106.482	106.494	106.487	106.462	106.474	106.508	106.515	106.513	106.483	106.494	106.43	106.439	106.478	106.508	106.502	106.461	106.436	106.496	106.528	106.496	106.466	106.45	106.503	106.504	106.473	106.526	106.475	106.461	106.479	106.461	106.515	106.491	106.44	106.495	106.452	106.502	106.438	106.52	106.467	106.485	106.451	106.522	106.515	106.448	106.497	106.472	106.493	106.397	106.461	106.516	106.486	106.417	106.403	106.372	106.428	106.462	106.421	106.378	106.394	106.447	106.395	106.399	106.402	106.347	106.366	106.346	106.332	106.371	106.318	106.331	106.295	106.284	106.268	106.253	106.286	106.291	106.28	106.233	106.278	106.258	106.235	106.229	106.206	106.215	106.185	106.185
567	106.41	106.371	106.474	106.386	106.416	106.423	106.465	106.428	106.397	106.494	106.397	106.4	106.419	106.437	106.476	106.441	106.443	106.383	106.41	106.424	106.454	106.413	106.414	106.386	106.408	106.387	106.474	106.475	106.408	106.42	106.355	106.43	106.433	106.385	106.46	106.39	106.384	106.43	106.417	106.373	106.448	106.442	106.429	106.414	106.403	106.398	106.416	106.359	106.441	106.457	106.397	106.317	106.438	106.376	106.446	106.447	106.443	106.415	106.446	106.397	106.414	106.428	106.371	106.398	106.408	106.338	106.345	106.411	106.386	106.356	106.36	106.369	106.361	106.371	106.326	106.377	106.348	106.349	106.335	106.319	106.323	106.299	106.263	106.283	106.295	106.291	106.27	106.26	106.294	106.246	106.234	106.254	106.197	106.239	106.195	106.22	106.194	106.215	106.195	106.146	106.152
574	106.373	106.313	106.366	106.411	106.409	106.346	106.316	106.369	106.335	106.389	106.327	106.348	106.328	106.392	106.309	106.41	106.442	106.357	106.372	106.352	106.329	106.376	106.354	106.359	106.346	106.428	106.318	106.35	106.346	106.393	106.38	106.382	106.36	106.366	106.375	106.376	106.375	106.354	106.397	106.346	106.409	106.38	106.387	106.367	106.362	106.366	106.364	106.356	106.393	106.379	106.37	106.382	106.439	106.328	106.411	106.362	106.399	106.356	106.393	106.307	106.335	106.325	106.346	106.328	106.334	106.318	106.319	106.369	106.329	106.325	106.326	106.331	106.356	106.305	106.333	106.303	106.309	106.282	106.282	106.279	106.248	106.243	106.246	106.275	106.253	106.251	106.218	106.208	106.245	106.196	106.191	106.203	106.211	106.162	106.169	106.198	106.17	106.181	106.122	106.151	106.143
581	106.286	106.373	106.263	106.353	106.332	106.339	106.341	106.247	106.368	106.352	106.284	106.333	106.264	106.329	106.267	106.318	106.324	106.327	106.32	106.3	106.352	106.368	106.264	106.31	106.333	106.338	106.318	106.32	106.335	106.306	106.345	106.342	106.325	106.28	106.326	106.331	106.347	106.287	106.341	106.369	106.29	106.335	106.335	106.295	106.326	106.331	106.308	106.362	106.332	106.314	106.344	106.327	106.319	106.319	106.342	106.311	106.298	106.277	106.326	106.352	106.302	106.294	106.323	106.286	106.316	106.346	106.324	106.322	106.305	106.282	106.277	106.241	106.291	106.257	106.262	106.258	106.313	106.24	106.26	106.209	106.28	106.226	106.268	106.213	106.226	106.192	106.174	106.204	106.198	106.217	106.176	106.178	106.16	106.153	106.143	106.153	106.154	106.152	106.117	106.113	106.117
588	106.209	106.29	106.266	106.321	106.285	106.265	106.257	106.286	106.28	106.275	106.234	106.239	106.279	106.26	106.298	106.265	106.261	106.266	106.263	106.275	106.314	106.301	106.269	106.297	106.269	106.312	106.269	106.263	106.29	106.349	106.255	106.281	106.262	106.276	106.249	106.264	106.267	106.325	106.291	106.298	106.282	106.284	106.256	106.274	106.316	106.318	106.263	106.286	106.317	106.271	106.24	106.279	106.266	106.275	106.29	106.279	106.288	106.275	106.251	106.291	106.239	106.283	106.25	106.247	106.201	106.287	106.275	106.272	106.268	106.234	106.272	106.244	106.23	106.22	106.219	106.174	106.204	106.206	106.213	106.227	106.201	106.207	106.205	106.164	106.184	106.178	106.179	106.176	106.183	106.141	106.12	106.137	106.141	106.147	106.116	106.09	106.087	106.078	106.11	106.119	106.078
595	106.192	106.202	106.208	106.24	106.209	106.22	106.271	106.223	106.224	106.257	106.255	106.271	106.284	106.214	106.272	106.22	106.265	106.24	106.205	106.273	106.234	106.257	106.253	106.214	106.238	106.256	106.229	106.25	106.255	106.259	106.255	106.279	106.233	106.278	106.26	106.213	106.26	106.245	106.228	106.203	106.244	106.249	106.239	106.233	106.219	106.259	106.22	106.289	106.227	106.274	106.252	106.227	106.253	106.234	106.218	106.264	106.246	106.251	106.255	106.268	106.256	106.242	106.247	106.243	106.249	106.219	106.227	106.252	106.191	106.242	106.227	106.198	106.189	106.177	106.18	106.202	106.192	106.172	106.178	106.16	106.156	106.19	106.14	106.159	106.143	106.153	106.126	106.137	106.11	106.083	106.133	106.095	106.103	106.117	106.071	106.058	106.094	106.07	106.065	106.04	106.066
602	106.178	106.229	106.173	106.213	106.204	106.256	106.234	106.2	106.111	106.232	106.211	106.172	106.207	106.207	106.232	106.187	106.225	106.22	106.213	106.206	106.171	106.185	106.22	106.23	106.214	106.19	106.21	106.178	106.193	106.211	106.231	106.203	106.204	106.162	106.197	106.167	106.221	106.199	106.16	106.227	106.196	106.248	106.231	106.186	106.187	106.189	106.201	106.21	106.201	106.18	106.183	106.174	106.213	106.169	106.177	106.201	106.19	106.203	106.252	106.206	106.193	106.167	106.192	106.18	106.195	106.204	106.148	106.192	106.2	106.183	106.205	106.157	106.156	106.165	106.161	106.159	106.133	106.121	106.114	106.134	106.125	106.118	106.112	106.137	106.133	106.122	106.103	106.094	106.098	106.104	106.091	106.06	106.074	106.076	106.079	106.058	106.072	106.08	106.063	106.053	106.027
609	106.169	106.148	106.187	106.193	106.184	106.139	106.12	106.162	106.149	106.176	106.154	106.174	106.18	106.151	106.157	106.17	106.185	106.147	106.15	106.182	106.136	106.144	106.142	106.141	106.135	106.168	106.177	106.163	106.185	106.142	106.181	106.14	106.159	106.183	106.193	106.141	106.168	106.213	106.194	106.161	106.166	106.125	106.153	106.147	106.154	106.165	106.142	106.185	106.15	106.173	106.159	106.164	106.18	106.174	106.16	106.133	106.169	106.151	106.15	106.113	106.15	106.151	106.174	106.179	106.148	106.128	106.135	106.162	106.117	106.135	106.129	106.122	106.115	106.132	106.086	106.126	106.12	106.105	106.112	106.111	106.074	106.079	106.111	106.095	106.065	106.101	106.089	106.095	106.095	106.082	106.043	106.042	106.077	106.032	106.054	106.029	106.029	106.019	106.016	106.03	106.005
616	106.108	106.095	106.115	106.161	106.142	106.117	106.102	106.143	106.119	106.134	106.125	106.168	106.119	106.087	106.109	106.166	106.156	106.16	106.115	106.119	106.126	106.129	106.129	106.114	106.121	106.17	106.115	106.103	106.164	106.116	106.144	106.121	106.176	106.102	106.143	106.14	106.161	106.134	106.154	106.137	106.127	106.144	106.148	106.138	106.131	106.134	106.128	106.119	106.126	106.132	106.147	106.113	106.086	106.131	106.152	106.103	106.144	106.103	106.133	106.068	106.11	106.119	106.143	106.124	106.099	106.112	106.114	106.124	106.105	106.067	106.108	106.09	106.076	106.111	106.115	106.121	106.097	106.09	106.093	106.09	106.097	106.074	106.051	106.063	106.08	106.069	106.054	106.065	106.033	106.021	106.023	106.037	106.017	106.048	106.033	106.018	106.03	106.013	106.012	105.991	106.016
623	106.105	106.136	106.115	106.102	106.167	106.116	106.069	106.088	106.099	106.084	106.076	106.083	106.082	106.096	106.094	106.069	106.089	106.123	106.063	106.111	106.095	106.101	106.119	106.105	106.125	106.082	106.106	106.118	106.073	106.126	106.115	106.092	106.13	106.104	106.088	106.116	106.09	106.074	106.088	106.093	106.098	106.101	106.087	106.109	106.105	106.07	106.115	106.07	106.063	106.078	106.104	106.123	106.074	106.12	106.115	106.101	106.106	106.07	106.068	106.158	106.084	106.089	106.068	106.077	106.064	106.095	106.085	106.071	106.073	106.114	106.065	106.081	106.068	106.08	106.079	106.06	106.074	106.059	106.048	106.039	106.047	106.027	106.073	106.048	106.032	106.065	106.03	106.038	106.021	106.016	106.003	106.007	105.994	105.962	106.007	106.006	105.979	105.985	105.984	105.969	105.975
630	106.049	106.047	106.079	106.088	106.09	106.064	106.042	106.071	106.039	106.102	106.07	106.04	106.093	106.071	106.066	106.077	106.047	106.071	106.064	106.068	106.035	106.082	106.045	106.062	106.053	106.073	106.087	106.07	106.08	106.081	106.055	106.052	106.029	106.086	106.086	106.082	106.061	106.045	106.066	106.06	106.072	106.05	106.082	106.12	106.061	106.028	106.061	106.079	106.064	106.092	106.063	106.081	106.097	106.111	106.087	106.081	106.042	106.06	106.067	106.077	106.056	106.059	106.053	106.07	106.064	106.065	106.065	106.059	106.044	106.037	106.042	106.072	106.038	106.054	106.047	106.049	106.044	106.019	106.014	106.039	106.025	106.029	106.023	106.021	105.979	105.991	106.002	106.023	105.997	105.983	105.994	105.996	105.983	105.979	105.982	105.983	105.978	105.991	105.95	105.96	105.959
637	106.049	106.08	106.052	106.032	106.059	106.081	106.048	106.03	106.028	106.029	106.046	106.049	106.035	106.071	106.03	106.046	106.025	106.063	106.055	106.064	106.028	106.057	106.002	106.028	106.037	106.041	106.033	106.05	106.049	106.037	106.015	106.043	106.031	106.068	106.067	106.031	106.044	106.068	106.067	106.042	106.037	106.019	106.046	106.058	106.044	106.068	106.026	106.043	106.036	106.059	106.069	106.045	106.032	105.988	106.017	106.04	106.037	106.033	106.017	106.05	106.042	106	106.021	106.034	106.053	106.032	106.066	106.022	106.033	106.043	105.998	106.017	106.057	106.028	106.02	106.015	106.025	106.023	105.996	105.98	105.982	105.994	106.011	105.981	106.007	105.981	105.988	105.975	105.979	105.948	105.986	105.986	105.965	105.957	105.959	105.959	105.934	105.952	105.958	105.933	105.95
644	105.993	106.019	106.03	105.99	105.998	106.014	106.017	106.053	106.02	106.007	106.012	106.038	106.025	106.003	106.029	106.003	106.005	106.012	106.014	106.025	106.011	106.027	106.037	106.065	106.011	106.021	106.013	106.031	106.015	106.022	106.029	106.031	106.016	106.02	105.989	106.003	106.041	106.018	106.011	106.039	106.003	106.022	106.025	106.023	105.978	106.006	106.018	105.996	105.993	106.038	106.004	105.992	106.016	106.011	106.033	106.04	106.026	106.021	106.006	106.013	106.023	106.02	106.029	106.011	106.031	106.019	106.009	106.002	105.997	105.98	106.002	105.969	105.971	106.017	105.995	105.973	105.97	105.985	105.971	106.001	105.952	105.982	105.964	105.976	105.971	105.971	105.965	105.958	105.971	105.943	105.963	105.951	105.962	105.956	105.924	105.94	105.935	105.936	105.95	105.931	105.911
651	106.002	105.995	106.003	105.971	105.973	105.978	105.996	105.974	106.001	105.99	105.985	105.969	105.985	105.979	105.952	105.991	106.002	106.005	105.978	105.997	106.016	105.987	105.998	105.98	106.03	105.994	105.993	105.971	105.988	105.988	106.005	105.985	105.996	105.969	106.011	105.998	106.013	106.002	105.98	105.996	105.981	106.005	105.986	105.975	105.985	105.988	106.004	105.964	106.006	105.994	105.997	105.999	105.991	105.971	105.968	105.982	105.994	106.007	105.965	106	105.974	105.981	105.982	105.99	105.988	105.963	105.982	106	105.98	105.957	106.004	105.996	105.945	105.974	105.957	105.969	105.975	105.989	105.969	105.956	105.969	105.95	105.949	105.934	105.959	105.951	105.941	105.925	105.918	105.943	105.925	105.946	105.933	105.907	105.929	105.931	105.917	105.933	105.9	105.911	105.896
658	105.941	105.981	105.974	105.96	105.965	105.958	105.961	105.954	105.942	105.974	105.945	105.971	105.962	105.965	105.944	105.967	105.987	105.963	105.964	105.981	105.986	105.97	105.963	105.943	105.971	105.966	105.97	105.966	105.983	105.965	105.961	105.967	105.955	105.996	105.937	105.963	105.935	105.956	105.968	105.964	105.975	105.98	105.978	105.96	105.971	105.987	105.968	105.962	105.96	105.963	105.998	105.967	105.95	105.968	105.998	105.988	105.978	105.967	105.962	105.985	105.95	105.979	105.964	105.959	105.943	105.953	105.967	105.945	105.959	105.935	105.957	105.934	105.942	105.954	105.953	105.953	105.941	105.924	105.943	105.9	105.921	105.938	105.926	105.923	105.902	105.921	105.915	105.938	105.927	105.924	105.916	105.918	105.914	105.912	105.914	105.913	105.902	105.901	105.903	105.898	105.887
665	105.942	105.966	105.932	105.943	105.93	105.939	105.92	105.979	105.939	105.948	105.951	105.935	105.94	105.928	105.931	105.932	105.958	105.951	105.94	105.932	105.933	105.957	105.956	105.942	105.953	105.966	105.942	105.971	105.962	105.973	105.955	105.944	105.967	105.959	105.948	105.938	105.953	105.944	105.943	105.933	105.949	105.935	105.949	105.935	105.949	105.946	105.965	105.97	105.925	105.955	105.968	105.941	105.938	105.952	105.963	105.965	105.961	105.946	105.945	105.942	105.945	105.943	105.932	105.951	105.939	105.935	105.958	105.944	105.938	105.936	105.929	105.943	105.943	105.935	105.939	105.945	105.913	105.93	105.941	105.912	105.912	105.927	105.929	105.903	105.919	105.899	105.895	105.907	105.896	105.915	105.904	105.913	105.9	105.89	105.89	105.905	105.91	105.9	105.881	105.889	105.874
672	105.946	105.914	105.932	105.961	105.944	105.938	105.937	105.91	105.918	105.916	105.943	105.932	105.937	105.929	105.941	105.933	105.915	105.933	105.934	105.931	105.906	105.928	105.938	105.937	105.931	105.936	105.935	105.932	105.95	105.923	105.928	105.956	105.949	105.94	105.924	105.904	105.943	105.927	105.928	105.937	105.948	105.936	105.947	105.936	105.945	105.901	105.936	105.914	105.932	105.93	105.924	105.921	105.917	105.911	105.935	105.936	105.952	105.921	105.924	105.927	105.913	105.924	105.899	105.932	105.925	105.932	105.92	105.936	105.943	105.92	105.927	105.935	105.912	105.917	105.917	105.898	105.912	105.91	105.878	105.9	105.891	105.903	105.903	105.918	105.909	105.887	105.892	105.886	105.909	105.898	105.883	105.903	105.861	105.887	105.88	105.866	105.877	105.865	105.873	105.854	105.885
679	105.908	105.913	105.901	105.928	105.918	105.909	105.904	105.911	105.909	105.911	105.928	105.896	105.905	105.893	105.911	105.942	105.875	105.937	105.915	105.905	105.921	105.907	105.907	105.892	105.926	105.919	105.911	105.91	105.929	105.916	105.931	105.906	105.906	105.911	105.903	105.92	105.898	105.892	105.898	105.905	105.929	105.901	105.921	105.898	105.904	105.916	105.912	105.905	105.919	105.898	105.905	105.92	105.904	105.928	105.888	105.892	105.918	105.91	105.926	105.92	105.907	105.915	105.917	105.921	105.901	105.913	105.903	105.907	105.901	105.903	105.901	105.898	105.894	105.887	105.89	105.91	105.885	105.909	105.906	105.869	105.868	105.891	105.887	105.88	105.879	105.869	105.871	105.866	105.877	105.867	105.872	105.882	105.875	105.881	105.868	105.859	105.856	105.872	105.848	105.851	105.852
686	105.883	105.906	105.897	105.899	105.874	105.903	105.9	105.902	105.891	105.915	105.904	105.908	105.897	105.889	105.899	105.902	105.9	105.897	105.918	105.908	105.886	105.89	105.923	105.861	105.882	105.897	105.889	105.91	105.896	105.886	105.893	105.884	105.87	105.881	105.894	105.884	105.887	105.899	105.896	105.886	105.893	105.886	105.881	105.867	105.887	105.908	105.889	105.892	105.907	105.898	105.903	105.898	105.882	105.877	105.904	105.89	105.881	105.899	105.887	105.883	105.893	105.864	105.903	105.884	105.891	105.898	105.874	105.871	105.884	105.877	105.891	105.882	105.886	105.88	105.889	105.868	105.873	105.881	105.878	105.864	105.881	105.868	105.877	105.868	105.869	105.877	105.865	105.876	105.87	105.876	105.861	105.851	105.846	105.84	105.857	105.848	105.853	105.85	105.856	105.852	105.833
693	105.886	105.861	105.896	105.897	105.865	105.88	105.9	105.88	105.885	105.9	105.879	105.888	105.88	105.886	105.878	105.88	105.888	105.871	105.875	105.912	105.855	105.856	105.867	105.874	105.89	105.866	105.844	105.875	105.86	105.876	105.877	105.879	105.884	105.864	105.881	105.892	105.89	105.891	105.877	105.882	105.876	105.868	105.874	105.876	105.869	105.875	105.9	105.874	105.883	105.9	105.883	105.891	105.878	105.896	105.853	105.883	105.878	105.882	105.896	105.864	105.877	105.886	105.873	105.874	105.868	105.854	105.876	105.865	105.876	105.865	105.876	105.884	105.875	105.862	105.877	105.879	105.881	105.846	105.879	105.876	105.857	105.855	105.855	105.847	105.865	105.859	105.843	105.884	105.855	105.867	105.861	105.854	105.836	105.858	105.834	105.829	105.845	105.84	105.829	105.846	105.831
700	105.841	105.879	105.856	105.881	105.88	105.885	105.858	105.859	105.866	105.884	105.857	105.875	105.866	105.88	105.865	105.885	105.876	105.877	105.86	105.873	105.842	105.863	105.858	105.859	105.865	105.882	105.868	105.857	105.865	105.855	105.861	105.854	105.876	105.87	105.841	105.863	105.876	105.871	105.854	105.874	105.871	105.864	105.862	105.867	105.877	105.853	105.87	105.861	105.864	105.886	105.884	105.869	105.861	105.884	105.869	105.888	105.861	105.852	105.872	105.861	105.858	105.855	105.852	105.847	105.875	105.868	105.875	105.854	105.849	105.862	105.861	105.853	105.863	105.86	105.884	105.855	105.847	105.848	105.846	105.848	105.854	105.848	105.858	105.848	105.842	105.843	105.86	105.863	105.845	105.847	105.85	105.84	105.844	105.827	105.847	105.839	105.827	105.838	105.836	105.818	105.803
